Position Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status
44,0,7.983927060361607,2025-10-09 03:40:00,121943.5,389.4352037940407,2025-10-09 05:25:00,121972.5,389.5278173479825,-547.4291363915769,-0.0005622800723285771,Long,Closed
45,0,7.971072684720962,2025-10-09 06:30:00,122071.5,389.21631969313603,2025-10-09 07:20:00,121895.0,388.6535619616247,-2184.7642105079926,-0.0022452955849645005,Long,Closed
46,0,7.977361894296034,2025-10-09 09:40:00,121701.5,388.34276343137026,2025-10-09 13:45:00,122913.0,392.2085930054434,8884.022578502876,0.009150702333167775,Long,Closed
47,0,8.080008403556285,2025-10-09 16:25:00,121254.5,391.8949515875429,2025-10-09 16:50:00,120576.0,389.70203730688104,-6263.882690707367,-0.006393430346914899,Long,Closed
48,0,8.054842133030746,2025-10-09 18:10:00,120856.0,389.39040033181664,2025-10-09 19:10:00,120925.0,389.6127139746972,-223.21900712736573,-0.00022930098629770628,Long,Closed
49,0,8.0472362575136,2025-10-09 19:15:00,120942.5,389.3011484297458,2025-10-09 20:45:00,121103.0,389.8177809974678,512.4624899036916,0.0005265460859498959,Long,Closed
50,0,8.03960608532961,2025-10-09 20:55:00,121121.0,389.50605146447197,2025-10-09 23:30:00,121428.5,390.4949230129786,1692.1778967613864,0.001737768017106853,Long,Closed
51,0,8.014531389582293,2025-10-10 00:05:00,121711.0,390.18265198299196,2025-10-10 01:40:00,121558.5,389.6937655682157,-2002.092454462563,-0.0020524669093180434,Long,Closed
52,0,8.008188207389615,2025-10-10 03:45:00,121557.5,389.3821352078812,2025-10-10 04:30:00,121266.5,388.44998210056514,-3108.2148856587505,-0.0031929712276082332,Long,Closed
53,0,8.004622584919122,2025-10-10 05:30:00,121223.5,388.1393463690765,2025-10-10 07:05:00,121257.0,388.2466083118152,-508.23109808614663,-0.0005237614818908305,Long,Closed
54,0,7.999540883030855,2025-10-10 08:40:00,121237.0,387.9361352144042,2025-10-10 10:15:00,121473.5,388.69289178193947,1115.2623918404342,0.0011499443239274944,Long,Closed
55,0,7.986569067282477,2025-10-10 11:15:00,121573.5,388.3820618004538,2025-10-10 12:40:00,121420.0,387.8916864597753,-2002.2121000881357,-0.00206210563979814,Long,Closed
56,0,7.951335690939986,2025-10-10 13:00:00,121860.5,387.5814971863292,2025-10-10 14:20:00,121286.0,385.7542802445389,-5341.378131875841,-0.005512521284583564,Long,Closed
57,0,8.231413187752928,2025-10-10 20:25:00,117065.5,385.4458002123283,2025-10-11 00:15:00,112046.5,368.9204150966234,-42067.829004640866,-0.04365628472948899,Long,Closed
58,0,8.19951057169909,2025-10-11 02:35:00,112392.5,368.6253967718221,2025-10-11 03:40:00,111935.0,367.1248863372551,-4487.026369661495,-0.004868928086838567,Long,Closed
59,0,8.180602473176151,2025-10-11 04:40:00,112104.0,366.8313038611086,2025-10-11 05:45:00,112467.5,368.0207634607755,2238.7969316776184,0.002441227788482166,Long,Closed
60,0,8.159224664725118,2025-10-11 06:25:00,112672.0,367.72646456956863,2025-10-11 06:30:00,112464.5,367.0492489223912,-2427.814831422417,-0.002640892147117297,Long,Closed
61,0,8.180339987510527,2025-10-11 06:50:00,112084.5,366.7557269319659,2025-10-11 07:00:00,111496.0,364.8300748989895,-5545.715884480949,-0.006048402767554798,Long,Closed
62,0,8.175374806301322,2025-10-11 08:50:00,111474.5,364.5383275379427,2025-10-11 13:55:00,112274.0,367.1528124010699,5804.521017698916,0.006369175013119694,Long,Closed
63,0,8.188127069424295,2025-10-11 15:35:00,112009.5,366.859207593021,2025-10-11 16:00:00,111861.5,366.37447047056236,-1945.076484338353,-0.0021207879688775557,Long,Closed
64,0,8.163808217455495,2025-10-11 17:25:00,112105.0,366.08148808707483,2025-10-11 18:30:00,111890.5,365.38103334208165,-2482.5993840733836,-0.0027126194192943665,Long,Closed
65,0,8.22513000181559,2025-10-11 21:50:00,110967.5,365.08884539059363,2025-10-11 23:30:00,110926.0,364.95230823255844,-1071.3840486984816,-0.0011738337801608443,Long,Closed
66,0,8.273259593983616,2025-10-12 02:00:00,110192.5,364.66046312393155,2025-10-12 07:15:00,111584.0,369.26535941402716,10778.314902490254,0.011822850012478268,Long,Closed
67,0,8.242820239310582,2025-10-12 07:20:00,111906.5,368.97006524412427,2025-10-12 07:25:00,111624.5,368.04027512116966,-3061.485647850848,-0.003318952875838236,Long,Closed
68,0,8.232467296472153,2025-10-12 08:40:00,111675.5,367.7459606268676,2025-10-12 08:50:00,111482.0,367.10876765812344,-2327.837150152424,-0.0025320056771629255,Long,Closed
69,0,8.197097571628479,2025-10-12 09:55:00,111873.5,366.81519807176664,2025-10-12 11:00:00,111566.0,365.8069550705212,-3253.229656418024,-0.0035475407491496157,Long,Closed
70,0,8.158294269953794,2025-10-12 11:35:00,112007.0,365.5144265178824,2025-10-12 12:55:00,111779.0,364.7703900804661,-2590.375910147737,-0.0028347728266982443,Long,Closed
71,0,7.973823555948111,2025-10-12 19:25:00,114273.5,364.4786904482171,2025-10-12 21:40:00,114616.0,365.5711042754195,2000.984773188589,0.0021959964471203247,Long,Closed
72,0,7.90485841253031,2025-10-12 22:15:00,115523.5,365.27876432798803,2025-10-12 23:25:00,115191.5,364.2289991307941,-3353.920756418857,-0.003672724597159909,Long,Closed
73,0,7.88905168729226,2025-10-13 00:25:00,115330.0,363.9377324380912,2025-10-13 02:30:00,115343.5,363.98033331727794,-621.4158679769346,-0.000682991415936806,Long,Closed
74,0,7.920786863732308,2025-10-13 06:10:00,114789.5,363.6892654777039,2025-10-13 08:20:00,115191.5,364.962928005448,2455.504125737166,0.00270066164588223,Long,Closed
